[1] = {502, 6, 315.85800170898, -1769.4300537109, 4.6223998069763, 'Beach Avenue', 1000000},
[682] = {1214, 4, 929.06097412109, 2006.3900146484, 11.460900306702, 'Oasis St.', 220000},
[683] = {1215, 4, 930.80700683594, 2027.9100341797, 11.468299865723, 'Oasis St.', 220000},
[684] = {1216, 4, 885.4169921875, 2047.1899414063, 11.460900306702, 'Oasis St.', 220000},
[685] = {1217, 4, 957.00799560547, 2270.2700195313, 11.468799591064, 'Milky Way', 220000},
[686] = {1218, 4, 986.43701171875, 2271.25, 11.460900306702, 'Milky Way', 220000},
[687] = {1219, 4, 985.47497558594, 2314.1298828125, 11.460900306702, 'Desert Fox', 220000},
[688] = {1220, 4, 984.70202636719, 1930.4599609375, 11.468799591064, 'Desert Fox', 220000},
[689] = {1221, 4, 1029.3599853516, 1905.9899902344, 11.460900306702, 'Desert Fox', 220000},
[690] = {1222, 4, 984.50799560547, 2029.9899902344, 11.468799591064, 'Desert Fox', 220000},
[691] = {1223, 4, 1032.6099853516, 2316.6298828125, 11.468299865723, 'Milky Way', 250000},
[692] = {1224, 4, 1083.9699707031, 2031.75, 11.468299865723, 'Desert Turttle', 250000},
[693] = {1225, 3, 1085.4100341797, 2000.8900146484, 11.460900306702, 'Desert Turttle', 250000},
[694] = {1226, 3, 1084.5200195313, 1976.5899658203, 11.468799591064, 'Desert Turttle', 250000},
[695] = {1227, 23, 766.87701416016, 1989.7600097656, 5.44517993927, 'Desert Campers Parking', 80000},
[696] = {1228, 23, 767.65301513672, 2007.6099853516, 6.066810131073, 'Desert Campers Parking', 80000},
[697] = {1229, 23, 793.34002685547, 1991.9100341797, 5.79336977005, 'Desert Campers Parking', 80000},
[698] = {1230, 23, 790.10998535156, 1973.9599609375, 5.7386798858643, 'Desert Campers Parking', 80000},
[699] = {1231, 23, 777.88299560547, 1937.5999755859, 5.5779900550842, 'Desert Campers Parking', 80000},
[700] = {1232, 23, 784.21899414063, 1954.3399658203, 5.7074298858643, 'Desert Campers Parking', 80000},
[701] = {1233, 23, 753.7080078125, 1973.3000488281, 5.69961977005, 'Desert Campers Parking', 80000},
[702] = {1234, 23, 755.64099121094, 1958.7900390625, 5.4608001708984, 'Desert Campers Parking', 80000},
[703] = {1235, 17, -260.25399780273, 1120.0300292969, 20.93989944458, 'Carson Quarz', 160000},
[704] = {1236, 17, -251.15100097656, 1145.5600585938, 20.93989944458, 'Carson Quarz', 160000},
[705] = {1237, 17, -258.24899291992, 1168.8499755859, 20.93989944458, 'Carson Quarz', 160000},
[706] = {1238, 14, -259.04098510742, 1083.0699462891, 20.93989944458, 'Carson Main', 160000},
[707] = {1239, 17, -258.24700927734, 1043.8699951172, 20.93989944458, 'Carson Quarz', 160000},
[708] = {1240, 14, -278.81201171875, 1003.0700073242, 20.93989944458, 'Carson Yonk', 160000},
[709] = {1241, 14, -247.73899841309, 1001.0700073242, 20.93989944458, 'Carson Yonk', 160000},
[710] = {1242, 17, -127.42600250244, 974.42401123047, 19.851600646973, 'Carson Merk', 160000},
[711] = {1243, 17, -92.459999084473, 970.02301025391, 19.981700897217, 'Carson Merk', 160000},
[712] = {1244, 17, -66.950202941895, 971.51702880859, 19.886499404907, 'Carson Merk', 160000},
[713] = {1245, 17, -83, 933.125, 20.692899703979, 'Carson Merk', 160000},
[714] = {1246, 17, -123.47100067139, 917.76800537109, 19.956899642944, 'Carson Merk', 160000},
[715] = {1247, 17, -151.17199707031, 933.97900390625, 19.723100662231, 'Carson Merk', 160000},
[716] = {1248, 17, -153.29899597168, 907.10998535156, 19.301200866699, 'Carson Merk', 160000},
[717] = {1249, 17, -123.01399993896, 874.79302978516, 18.730899810791, 'Carson Merk', 160000},
[718] = {1250, 17, -121.03299713135, 857.50799560547, 18.582399368286, 'Carson Merk', 160000},
[719] = {1251, 17, -91.957000732422, 887.07598876953, 21.254299163818, 'Carson Merk', 160000},
[720] = {1252, 17, -86.680702209473, 915.69097900391, 21.107000350952, 'Carson Merk', 160000},
[721] = {1253, 17, -52.90230178833, 894.15997314453, 22.387100219727, 'Carson Merk', 160000},
[722] = {1254, 17, -362.83801269531, 1110.6500244141, 20.93989944458, 'Carson Merk', 160000},
[723] = {1255, 17, -54.688499450684, 918.71600341797, 22.371500015259, 'Carson Merk', 160000},
[724] = {1256, 17, -56.349601745605, 935.32702636719, 21.207399368286, 'Carson Merk', 160000},
[725] = {1257, 17, -360.84600830078, 1141.7199707031, 20.93989944458, 'Carson Merk', 160000},
[726] = {1258, 17, -369.77200317383, 1169.5500488281, 20.271900177002, 'Carson Merk', 160000},
[727] = {1259, 17, -37.667999267578, 962.38702392578, 20.051200866699, 'Carson Merk', 160000},
[728] = {1260, 17, -12.842800140381, 974.74298095703, 19.795700073242, 'Carson Merk', 160000},
[729] = {1261, 17, -328.24700927734, 1118.8000488281, 20.93989944458, 'Carson Merk', 160000},
[730] = {1262, 17, -4.1122999191284, 951.00500488281, 19.703100204468, 'Carson Merk', 160000},
[731] = {1263, 17, -324.3630065918, 1165.6700439453, 20.93989944458, 'Carson Merk', 160000},
[732] = {1264, 17, 20.665000915527, 948.82800292969, 20.316799163818, 'Carson Merk', 160000},
[733] = {1265, 17, 22.752899169922, 968.15002441406, 19.837600708008, 'Carson Merk', 160000},
[734] = {1266, 17, 70.285202026367, 973.92901611328, 15.755599975586, 'Carson Merk', 160000},
[735] = {1267, 17, 64.839797973633, 1005.2299804688, 13.759099960327, 'Carson Merk', 160000},
[736] = {1268, 14, -298.30700683594, 1115.6099853516, 20.93989944458, 'Carson Merk', 160000},
[737] = {1269, 17, -290.84600830078, 1176.7900390625, 20.93989944458, 'Carson Quarz', 160000},
[738] = {1270, 12, 300.11999511719, 1141.3399658203, 9.137490272522, 'Old Carson', 1},
[739] = {1271, 23, 397.28201293945, 1157.6500244141, 8.3480596542358, 'Old Carson', 14000},
[740] = {1272, 23, 500.84201049805, 1116.3299560547, 15.035599708557, 'Old Carson', 14000},
[741] = {1273, 23, 710.43902587891, 1208.0500488281, 13.848099708557, 'Old Carson', 7000},
[742] = {1274, 12, 709.90997314453, 1194.7700195313, 13.39640045166, 'Old Carson', 17000},
[743] = {1275, 17, 17.67970085144, 908.95397949219, 23.95890045166, 'Carson Merk', 160000},
[744] = {1276, 15, 1896.7399902344, 729.17797851563, 10.820300102234, 'Atlantica Ave.', 50000},
[745] = {1277, 15, 1896.7399902344, 736.68902587891, 10.820300102234, 'Atlantica Ave.', 50000},
[746] = {1278, 15, 1901.8900146484, 742.87298583984, 10.819800376892, 'Atlantica Ave.', 50000},
[747] = {1279, 15, 1908.8900146484, 742.875, 10.819800376892, 'Atlantica Ave.', 50000},
[748] = {1280, 15, 1915.9100341797, 742.875, 10.819800376892, 'Atlantica Ave.', 50000},
[749] = {1281, 15, 1922.6800537109, 742.875, 10.820300102234, 'Atlantica Ave.', 50000},
[750] = {1282, 15, 1929.4000244141, 742.8740234375, 10.820300102234, 'Atlantica Ave.', 50000},
[751] = {1283, 15, 1936, 742.875, 10.820300102234, 'Atlantica Ave.', 50000},
[752] = {1284, 15, 1942.6600341797, 742.8740234375, 10.820300102234, 'Atlantica Ave.', 50000},
[753] = {1285, 15, 1949.3100585938, 742.87298583984, 10.820300102234, 'Atlantica Ave.', 50000},
[754] = {1286, 15, 1955.9599609375, 742.875, 10.820300102234, 'Atlantica Ave.', 50000},
[755] = {1287, 15, 1957.0400390625, 737.96801757813, 10.820300102234, 'Atlantica Ave.', 50000},
[756] = {1288, 15, 1957.0400390625, 731.21997070313, 10.820300102234, 'Atlantica Ave.', 50000},
[757] = {1289, 15, 1957.0300292969, 724.67199707031, 10.820300102234, 'Atlantica Ave.', 50000},
[758] = {1290, 15, 1957.0400390625, 721.69000244141, 10.820300102234, 'Atlantica Ave.', 50000},
[759] = {1291, 15, 1957.0400390625, 714.97302246094, 10.820300102234, 'Atlantica Ave.', 50000},
[760] = {1292, 15, 1957.0400390625, 718.21301269531, 14.281100273132, 'Atlantica Ave.', 50000},
[761] = {1293, 15, 1957.0400390625, 724.59698486328, 14.281100273132, 'Atlantica Ave.', 50000},
[762] = {1294, 15, 1957.0400390625, 731.22998046875, 14.281100273132, 'Atlantica Ave.', 50000},
[763] = {1295, 15, 1957.0400390625, 737.99798583984, 14.281100273132, 'Atlantica Ave.', 50000},
[764] = {1296, 15, 1956, 742.875, 14.273400306702, 'Atlantica Ave.', 50000},
[765] = {1297, 15, 1949.4300537109, 742.8740234375, 14.273400306702, 'Atlantica Ave.', 50000},
[766] = {1298, 15, 1942.7199707031, 742.87298583984, 14.273400306702, 'Atlantica Ave.', 50000},
[767] = {1299, 15, 1935.9300537109, 742.875, 14.273400306702, 'Atlantica Ave.', 50000},
[768] = {1300, 15, 1929.4499511719, 742.875, 14.273400306702, 'Atlantica Ave.', 50000},
[769] = {1301, 15, 1922.7199707031, 742.8740234375, 14.273400306702, 'Atlantica Ave.', 50000},
[770] = {1302, 15, 1915.8100585938, 742.875, 14.273400306702, 'Atlantica Ave.', 50000},
[771] = {1303, 15, 1908.8800048828, 742.86798095703, 14.273400306702, 'Atlantica Ave.', 50000},
[772] = {1304, 15, 1902.0400390625, 742.86901855469, 14.273400306702, 'Atlantica Ave.', 50000},
[773] = {1305, 15, 1896.7399902344, 736.82397460938, 14.276300430298, 'Atlantica Ave.', 50000},
[774] = {1306, 15, 1896.7399902344, 729.22802734375, 14.274399757385, 'Atlantica Ave.', 50000},
[775] = {1307, 15, 1896.7399902344, 681.87298583984, 10.820300102234, 'Atlantica Ave.', 50000},
[776] = {1308, 15, 1896.7399902344, 675.22497558594, 10.820300102234, 'Atlantica Ave.', 50000},
[777] = {1309, 15, 1896.7399902344, 668.48498535156, 10.820300102234, 'Atlantica Ave.', 50000},
[778] = {1310, 15, 1897.9599609375, 663.57702636719, 10.820300102234, 'Atlantica Ave.', 50000},
[779] = {1311, 15, 1904.9100341797, 663.57702636719, 10.820300102234, 'Atlantica Ave.', 50000},
[780] = {1312, 15, 1912, 663.57800292969, 10.820300102234, 'Atlantica Ave.', 50000},
[781] = {1313, 15, 1918.8800048828, 663.57598876953, 10.820300102234, 'Atlantica Ave.', 50000},
[782] = {1314, 15, 1925.4000244141, 663.57598876953, 10.820300102234, 'Atlantica Ave.', 50000},
[783] = {1315, 15, 1932.0699462891, 663.57598876953, 10.820300102234, 'Atlantica Ave.', 50000},
[784] = {1316, 15, 1938.7399902344, 663.57598876953, 10.820300102234, 'Atlantica Ave.', 50000},
[785] = {1317, 15, 1945.4699707031, 663.57598876953, 10.820300102234, 'Atlantica Ave.', 50000},
[786] = {1318, 15, 1952.1600341797, 663.57598876953, 10.820300102234, 'Atlantica Ave.', 50000},
[787] = {1319, 15, 1957.0400390625, 664.61999511719, 10.820300102234, 'Atlantica Ave.', 50000},
[788] = {1320, 15, 1957.0400390625, 671.31097412109, 10.820300102234, 'Atlantica Ave.', 50000},
[789] = {1321, 15, 1957.0400390625, 678.01300048828, 10.820300102234, 'Atlantica Ave.', 50000},
[790] = {1322, 15, 1957.0400390625, 684.68798828125, 10.820300102234, 'Atlantica Ave.', 50000},
[791] = {1323, 15, 1957.0400390625, 691.46398925781, 10.820300102234, 'Atlantica Ave.', 50000},
[792] = {1324, 15, 1957.0400390625, 688.13397216797, 14.273200035095, 'Atlantica Ave.', 50000},
[793] = {1325, 15, 1957.0400390625, 677.9580078125, 14.273200035095, 'Atlantica Ave.', 50000},
[794] = {1326, 15, 1957.0400390625, 671.34802246094, 14.273200035095, 'Atlantica Ave.', 50000},
[795] = {1327, 15, 1957.0400390625, 664.55499267578, 14.273200035095, 'Atlantica Ave.', 50000},
[796] = {1328, 15, 1951.9499511719, 663.57800292969, 14.273400306702, 'Atlantica Ave.', 50000},
[797] = {1329, 15, 1945.5400390625, 663.57702636719, 14.273400306702, 'Atlantica Ave.', 50000},
[798] = {1330, 15, 1938.8299560547, 663.57702636719, 14.273400306702, 'Atlantica Ave.', 50000},
[799] = {1331, 15, 1932.0500488281, 663.57702636719, 14.273400306702, 'Atlantica Ave.', 50000},
[800] = {1332, 15, 1925.3299560547, 663.57598876953, 14.273400306702, 'Atlantica Ave.', 50000},
[801] = {1333, 15, 1918.7099609375, 663.57598876953, 14.273400306702, 'Atlantica Ave.', 50000},
[802] = {1334, 15, 1911.9100341797, 663.57598876953, 14.273400306702, 'Atlantica Ave.', 50000},
[803] = {1335, 15, 1904.7600097656, 663.57702636719, 14.273400306702, 'Atlantica Ave.', 50000},
[804] = {1336, 15, 1897.7900390625, 663.57598876953, 14.273400306702, 'Atlantica Ave.', 50000},
[805] = {1337, 15, 1896.7399902344, 669.84698486328, 14.276200294495, 'Atlantica Ave.', 50000},
[806] = {1338, 15, 1896.7399902344, 677.36999511719, 14.274399757385, 'Atlantica Ave.', 50000},
[807] = {1339, 15, 2532.5, 719.54302978516, 10.820300102234, 'Liverpool Apartment Park', 50000},
[808] = {1340, 15, 2532.5100097656, 713.27600097656, 10.820300102234, 'Liverpool Apartment Park', 50000},
[809] = {1341, 15, 2540.0600585938, 713.27398681641, 10.820300102234, 'Liverpool Apartment Park', 50000},
[810] = {1342, 15, 2540.0600585938, 719.55798339844, 10.820300102234, 'Liverpool Apartment Park', 50000},
[811] = {1343, 15, 2532.5, 719.583984375, 14.73960018158, 'Liverpool Apartment Park', 50000},
[812] = {1344, 15, 2540.0600585938, 719.48297119141, 14.73960018158, 'Liverpool Apartment Park', 50000},
[813] = {1345, 15, 2532.5, 713.2919921875, 14.73960018158, 'Liverpool Apartment Park', 50000},
[814] = {1346, 15, 2540.0600585938, 713.14001464844, 14.73960018158, 'Liverpool Apartment Park', 50000},
[815] = {1347, 15, 2532.3701171875, 750.09698486328, 10.820300102234, 'Liverpool Apartment Park', 50000},
[816] = {1348, 15, 2532.330078125, 742.5419921875, 10.820300102234, 'Liverpool Apartment Park', 50000},
[817] = {1349, 15, 2526.0900878906, 750.09600830078, 10.820300102234, 'Liverpool Apartment Park', 50000},
[818] = {1350, 15, 2526.0100097656, 742.541015625, 10.820300102234, 'Liverpool Apartment Park', 50000},
[819] = {1351, 15, 2526.0100097656, 742.5419921875, 14.73960018158, 'Liverpool Apartment Park', 50000},
[820] = {1352, 15, 2526.1398925781, 750.09698486328, 14.73960018158, 'Liverpool Apartment Park', 50000},
[821] = {1353, 15, 2532.3000488281, 750.09301757813, 14.73960018158, 'Liverpool Apartment Park', 50000},
[822] = {1354, 15, 2532.3200683594, 742.54302978516, 14.73960018158, 'Liverpool Apartment Park', 50000},
[823] = {1355, 15, 2579.080078125, 719.53002929688, 10.820300102234, 'Liverpool Apartment Park', 50000},
[824] = {1356, 15, 2571.5300292969, 719.58197021484, 10.820300102234, 'Liverpool Apartment Park', 50000},
[825] = {1357, 15, 2579.080078125, 713.23199462891, 10.820300102234, 'Liverpool Apartment Park', 50000},
[826] = {1358, 15, 2571.5300292969, 713.28900146484, 10.820300102234, 'Liverpool Apartment Park', 50000},
[827] = {1359, 15, 2579.080078125, 713.16998291016, 14.73960018158, 'Liverpool Apartment Park', 50000},
[828] = {1360, 15, 2571.5300292969, 713.25299072266, 14.73960018158, 'Liverpool Apartment Park', 50000},
[829] = {1361, 15, 2571.5300292969, 719.48400878906, 14.73960018158, 'Liverpool Apartment Park', 50000},
[830] = {1362, 15, 2579.080078125, 719.48498535156, 14.73960018158, 'Liverpool Apartment Park', 50000},
[831] = {1363, 15, 2621.0600585938, 719.47601318359, 10.820300102234, 'Liverpool Apartment Park', 50000},
[832] = {1364, 15, 2613.5, 719.52801513672, 10.820300102234, 'Liverpool Apartment Park', 50000},
[833] = {1365, 15, 2613.5, 713.25299072266, 10.820300102234, 'Liverpool Apartment Park', 50000},
[834] = {1366, 15, 2621.0600585938, 713.33001708984, 10.820300102234, 'Liverpool Apartment Park', 50000},
[835] = {1367, 15, 2621.0600585938, 713.25701904297, 14.73960018158, 'Liverpool Apartment Park', 50000},
[836] = {1368, 15, 2613.5100097656, 713.26300048828, 14.73960018158, 'Liverpool Apartment Park', 50000},
[837] = {1369, 15, 2613.5, 719.58197021484, 14.73960018158, 'Liverpool Apartment Park', 50000},
[838] = {1370, 15, 2621.0600585938, 719.49401855469, 14.73960018158, 'Liverpool Apartment Park', 50000},
[839] = {1371, 15, 2660.080078125, 719.53302001953, 10.820300102234, 'Liverpool Apartment Park', 50000},
[840] = {1372, 15, 2652.5300292969, 719.53497314453, 10.820300102234, 'Liverpool Apartment Park', 50000},
[841] = {1373, 15, 2660.080078125, 713.27502441406, 10.820300102234, 'Liverpool Apartment Park', 50000},
[842] = {1374, 15, 2652.5300292969, 713.3759765625, 10.820300102234, 'Liverpool Apartment Park', 50000},
[843] = {1375, 15, 2660.080078125, 713.21697998047, 14.73960018158, 'Liverpool Apartment Park', 50000},
[844] = {1376, 15, 2652.5300292969, 713.26501464844, 14.73960018158, 'Liverpool Apartment Park', 50000},
[845] = {1377, 15, 2652.5300292969, 719.53002929688, 14.73960018158, 'Liverpool Apartment Park', 50000},
[846] = {1378, 15, 2660.080078125, 719.45098876953, 14.73960018158, 'Liverpool Apartment Park', 50000},
[847] = {1379, 15, 2660.2099609375, 750.09899902344, 10.820300102234, 'Liverpool Apartment Park', 50000},
[848] = {1380, 15, 2660.3000488281, 742.54400634766, 10.820300102234, 'Liverpool Apartment Park', 50000},
[849] = {1381, 15, 2666.6201171875, 750.09802246094, 10.820300102234, 'Liverpool Apartment Park', 50000},
[850] = {1382, 15, 2666.3999023438, 742.54400634766, 10.820300102234, 'Liverpool Apartment Park', 50000},
[851] = {1383, 15, 2666.5, 750.09802246094, 14.73960018158, 'Liverpool Apartment Park', 50000},
[852] = {1384, 15, 2666.4499511719, 742.54400634766, 14.73960018158, 'Liverpool Apartment Park', 50000},
[853] = {1385, 15, 2660.2199707031, 750.09802246094, 14.73960018158, 'Liverpool Apartment Park', 50000},
[854] = {1386, 15, 2660.2299804688, 742.54400634766, 14.73960018158, 'Liverpool Apartment Park', 50000},
[855] = {1387, 15, 2535.1999511719, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[856] = {1388, 15, 2528.5400390625, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[857] = {1389, 15, 2521.8798828125, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[858] = {1390, 15, 2515.2399902344, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[859] = {1391, 15, 2508.6101074219, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[860] = {1392, 15, 2501.8999023438, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[861] = {1393, 15, 2495.1599121094, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[862] = {1394, 15, 2488.5400390625, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[863] = {1395, 15, 2481.9099121094, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[864] = {1396, 15, 2475.1298828125, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[865] = {1397, 15, 2468.4899902344, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[866] = {1398, 15, 2461.8400878906, 1703.5799560547, 10.820300102234, 'St. Mary St.', 50000},
[867] = {1399, 15, 2461.3898925781, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[868] = {1400, 15, 2466.2700195313, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[869] = {1401, 15, 2471.419921875, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[870] = {1402, 15, 2476.419921875, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[871] = {1403, 15, 2481.3400878906, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[872] = {1404, 15, 2486.4299316406, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[873] = {1405, 15, 2491.3701171875, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[874] = {1406, 15, 2496.4399414063, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[875] = {1407, 15, 2501.3701171875, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[876] = {1408, 15, 2506.4499511719, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[877] = {1409, 15, 2511.2399902344, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[878] = {1410, 15, 2516.3500976563, 1682.8699951172, 14.265600204468, 'St. Mary St.', 50000},
[879] = {1411, 15, 2517.0400390625, 1679.3000488281, 14.273200035095, 'St. Mary St.', 50000},
[880] = {1412, 15, 2517.0400390625, 1674.1899414063, 14.273200035095, 'St. Mary St.', 50000},
[881] = {1413, 15, 2517.0400390625, 1669.2199707031, 14.273200035095, 'St. Mary St.', 50000},
[882] = {1414, 15, 2517.0400390625, 1664.2900390625, 14.273200035095, 'St. Mary St.', 50000},
[883] = {1415, 15, 2517.0400390625, 1659.0899658203, 14.273200035095, 'St. Mary St.', 50000},
[884] = {1416, 15, 2517.0400390625, 1653.7800292969, 14.273200035095, 'St. Mary St.', 50000},
[885] = {1418, 15, 2517.0400390625, 1648.5699462891, 14.273200035095, 'St. Mary St.', 50000},
[886] = {1419, 15, 2517.0400390625, 1643.5799560547, 14.265600204468, 'St. Mary St.', 50000},
[887] = {1420, 15, 2517.0400390625, 1643.6099853516, 11.015700340271, 'St. Mary St.', 50000},
[888] = {1421, 15, 2517.0400390625, 1648.6899414063, 11.023400306702, 'St. Mary St.', 50000},
[889] = {1422, 15, 2517.0400390625, 1653.8599853516, 11.023400306702, 'St. Mary St.', 50000},
[890] = {1423, 15, 2517.0400390625, 1659.0699462891, 11.023400306702, 'St. Mary St.', 50000},
[891] = {1424, 15, 2517.0400390625, 1664.4000244141, 11.023400306702, 'St. Mary St.', 50000},
[892] = {1425, 15, 2517.0400390625, 1669.2099609375, 11.023400306702, 'St. Mary St.', 50000},
[893] = {1426, 15, 2517.0400390625, 1674.2199707031, 11.023400306702, 'St. Mary St.', 50000},
[894] = {1427, 15, 2517.0400390625, 1679.3100585938, 11.023400306702, 'St. Mary St.', 50000},
[895] = {1428, 15, 2516.4099121094, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[896] = {1429, 15, 2511.4099121094, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[897] = {1430, 15, 2506.2399902344, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[898] = {1431, 15, 2501.4599609375, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[899] = {1432, 15, 2496.4699707031, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[900] = {1433, 15, 2491.4099121094, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[901] = {1434, 15, 2486.3400878906, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[902] = {1435, 15, 2481.5400390625, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[903] = {1436, 15, 2476.3100585938, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[904] = {1437, 15, 2471.2099609375, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[905] = {1438, 15, 2466.3701171875, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[906] = {1439, 15, 2461.330078125, 1682.8699951172, 11.023400306702, 'St. Mary St.', 50000},
[907] = {1440, 15, 2506.1599121094, 1622.8699951172, 10.820300102234, 'St. Mary St.', 50000},
[908] = {1441, 15, 2499.6298828125, 1622.8800048828, 10.820300102234, 'St. Mary St.', 50000},
[909] = {1442, 15, 2512.8000488281, 1622.8699951172, 10.820300102234, 'St. Mary St.', 50000},
[910] = {1443, 15, 2519.5700683594, 1622.8800048828, 10.820300102234, 'St. Mary St.', 50000},
[911] = {1444, 15, 2526.1499023438, 1622.8800048828, 10.820300102234, 'St. Mary St.', 50000},
[912] = {1445, 15, 2533.0400390625, 1622.8699951172, 10.820300102234, 'St. Mary St.', 50000},
[913] = {1446, 15, 2537.75, 1625.3499755859, 10.820300102234, 'St. Mary St.', 50000},
[914] = {1447, 15, 2537.75, 1632.0799560547, 10.820300102234, 'St. Mary St.', 50000},
[915] = {1448, 15, 2537.75, 1638.75, 10.820300102234, 'St. Mary St.', 50000},
[916] = {1449, 15, 2537.7399902344, 1645.4100341797, 10.820300102234, 'St. Mary St.', 50000},
[917] = {1450, 15, 2537.75, 1652.2199707031, 10.820300102234, 'St. Mary St.', 50000},
[918] = {1451, 15, 2537.7399902344, 1658.8499755859, 10.820300102234, 'St. Mary St.', 50000},
[919] = {1452, 15, 2537.7399902344, 1665.4899902344, 10.820300102234, 'St. Mary St.', 50000},
[920] = {1453, 15, 2537.7600097656, 1672.0999755859, 10.820300102234, 'St. Mary St.', 50000},
[921] = {1454, 15, 2537.7399902344, 1678.7299804688, 10.820300102234, 'St. Mary St.', 50000},
[922] = {1455, 15, 2537.7399902344, 1685.4599609375, 10.820300102234, 'St. Mary St.', 50000},
[923] = {1456, 15, 2537.7399902344, 1692.0899658203, 10.820300102234, 'St. Mary St.', 50000},
[924] = {1457, 15, 2537.7399902344, 1698.7299804688, 10.820300102234, 'St. Mary St.', 50000},
[925] = {1458, 23, -2422.3000488281, 2490.6999511719, 13.202500343323, 'Camper', 30000},
[926] = {1459, 23, -2446.1499023438, 2490.6999511719, 15.543000221252, 'Camper', 30000},
[927] = {1460, 23, -2446.8898925781, 2512.330078125, 15.700300216675, 'Camper', 30000},
[928] = {1461, 23, -2463.3000488281, 2485.9499511719, 17.002500534058, 'Camper', 30000},
[929] = {1462, 23, -2478.2900390625, 2488.9599609375, 18.229999542236, 'Camper', 30000},
[930] = {1463, 23, -2479.0600585938, 2510.0700683594, 17.974800109863, 'Camper', 30000},
[931] = {1464, 9, -2348.4099121094, 2423.6201171875, 7.3295698165894, 'Allerton Ave.', 120000},
[932] = {1465, 9, -2424.7199707031, 2449.0600585938, 13.139100074768, 'Allerton Ave.', 220000},
[933] = {1466, 9, -2421.7199707031, 2406.6201171875, 13.025199890137, 'Allerton Ave.', 220000},
[934] = {1467, 31, -2479.9099121094, 2449.9499511719, 17.322999954224, 'Allerton Ave.', 240000},
[935] = {1468, 31, -2472.3798828125, 2451.3400878906, 17.322999954224, 'Allerton Ave.', 240000},
[936] = {1469, 31, -2386.2800292969, 2447.5200195313, 10.169400215149, 'Allerton Ave.', 240000},
[937] = {1470, 31, -2379.2199707031, 2444.6398925781, 10.169400215149, 'Allerton Ave.', 240000},
[938] = {1471, 9, -2382.2399902344, 2406.6799316406, 8.8919801712036, 'Allerton Ave.', 80000},
[939] = {1472, 9, -2634.9499511719, 2401.6999511719, 11.219900131226, 'West Ave.', 80000},
[940] = {1473, 9, -2630.1000976563, 2426.8601074219, 14.092900276184, 'West Ave.', 80000},
[941] = {1474, 9, -2632.5900878906, 2374.8798828125, 9.0371503829956, 'West Ave.', 80000},
[942] = {1475, 9, -2636.3400878906, 2351.0100097656, 8.4887199401855, 'West Avep', 80000},
[943] = {1476, 31, -2597.3100585938, 2357.0100097656, 9.8830003738403, 'West Ave.', 240000},
[944] = {1477, 31, -2597.3100585938, 2364.6599121094, 9.8830003738403, 'West Ave.', 240000},
[945] = {1478, 31, -2583.7399902344, 2307.8100585938, 7.0028901100159, 'Allerton Ave.', 240000},
[946] = {1479, 31, -2583.1298828125, 2300.1999511719, 7.0028901100159, 'Allerton Ave.', 240000},
[947] = {1480, 16, -2552.1201171875, 2266.4599609375, 5.4755201339722, 'Allerton Ave.', 300000},
[948] = {1481, 10, -2627.580078125, 2318.7099609375, 8.3144397735596, 'West Ave.', 180000},
[949] = {1482, 10, -2627.580078125, 2310, 8.3144397735596, 'West Ave.', 180000},
